name,level,city,county,state,country,lat,long,population,url,aggregate,tz,2020-04-10,2020-04-11
"Fulton County, Georgia, United States",county,,Fulton County,Georgia,United States,33.8443285,-84.47420299999999,1063937,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1417,1417
"Dougherty County, Georgia, United States",county,,Dougherty County,Georgia,United States,31.543065,-84.219728,87956,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1072,1072
"DeKalb County, Georgia, United States",county,,DeKalb County,Georgia,United States,33.7921805,-84.1869685,759297,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,826,826
"Cobb County, Georgia, United States",county,,Cobb County,Georgia,United States,33.9126305,-84.55720399999998,760141,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,681,681
"Gwinnett County, Georgia, United States",county,,Gwinnett County,Georgia,United States,33.9603405,-84.03809849999999,936250,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,669,669
"Clayton County, Georgia, United States",county,,Clayton County,Georgia,United States,33.500536999999994,-84.351281,292256,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,328,328
"Hall County, Georgia, United States",county,,Hall County,Georgia,United States,34.3059885,-83.839046,204441,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,273,273
"Henry County, Georgia, United States",county,,Henry County,Georgia,United States,33.472801,-84.138473,234561,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,249,249
"Lee County, Georgia, United States",county,,Lee County,Georgia,United States,31.769070499999998,-84.1303695,29992,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,230,230
"Sumter County, Georgia, United States",county,,Sumter County,Georgia,United States,32.051647,-84.181463,29524,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,216,216
"Bartow County, Georgia, United States",county,,Bartow County,Georgia,United States,34.245604,-84.84566949999999,107738,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,208,208
"Carroll County, Georgia, United States",county,,Carroll County,Georgia,United States,33.618914000000004,-85.07358953076499,119992,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,200,200
"Cherokee County, Georgia, United States",county,,Cherokee County,Georgia,United States,34.242944,-84.45841349999999,258773,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,177,177
"Douglas County, Georgia, United States",county,,Douglas County,Georgia,United States,33.689774,-84.744492,146343,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,148,148
"Muscogee County, Georgia, United States",county,,Muscogee County,Georgia,United States,32.49109678440555,-84.87357303468829,195769,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,142,142
"Chatham County, Georgia, United States",county,,Chatham County,Georgia,United States,31.9792625,-81.11612349999999,289430,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,140,140
"Mitchell County, Georgia, United States",county,,Mitchell County,Georgia,United States,31.260453,-84.252937,21863,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,135,135
"Richmond County, Georgia, United States",county,,Richmond County,Georgia,United States,33.3860495,-82.0958775,202518,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,134,134
"Forsyth County, Georgia, United States",county,,Forsyth County,Georgia,United States,34.192932,-84.092262,244252,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,119,119
"Houston County, Georgia, United States",county,,Houston County,Georgia,United States,32.487376,-83.66961749999999,157863,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,112,112
"Early County, Georgia, United States",county,,Early County,Georgia,United States,31.29563,-84.87106349999999,10190,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,107,107
"Floyd County, Georgia, United States",county,,Floyd County,Georgia,United States,34.333308,-85.2336701807126,98498,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,104,104
"Terrell County, Georgia, United States",county,,Terrell County,Georgia,United States,31.794327499999998,-84.43134849999998,8531,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,103,103
"Randolph County, Georgia, United States",county,,Randolph County,Georgia,United States,31.7736745,-84.747379,6778,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,102,102
"Coweta County, Georgia, United States",county,,Coweta County,Georgia,United States,33.351315,-84.75644249999999,148509,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,100,100
"Fayette County, Georgia, United States",county,,Fayette County,Georgia,United States,33.4037165,-84.50388949999999,114421,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,93,93
"Rockdale County, Georgia, United States",county,,Rockdale County,Georgia,United States,33.655915,-84.048821,90896,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,89,89
"Clarke County, Georgia, United States",county,,Clarke County,Georgia,United States,33.9442745,-83.3891225,128331,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,81,81
"Colquitt County, Georgia, United States",county,,Colquitt County,Georgia,United States,31.180476999999996,-83.760111,45600,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,80,80
"Worth County, Georgia, United States",county,,Worth County,Georgia,United States,31.583379,-83.840864,20247,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,78,78
"Newton County, Georgia, United States",county,,Newton County,Georgia,United States,33.5562405,-83.86452,111744,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,77,77
"Paulding County, Georgia, United States",county,,Paulding County,Georgia,United States,33.928664999999995,-84.886773,168667,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,74,74
"Thomas County, Georgia, United States",county,,Thomas County,Georgia,United States,30.868177032941595,-83.9273955,44451,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,74,74
"Columbia County, Georgia, United States",county,,Columbia County,Georgia,United States,33.5276395,-82.234951,156714,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,65,65
"Spalding County, Georgia, United States",county,,Spalding County,Georgia,United States,33.2655795,-84.29847099999999,66703,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,65,65
"Crisp County, Georgia, United States",county,,Crisp County,Georgia,United States,31.917087,-83.7854705,22372,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,63,63
"Lowndes County, Georgia, United States",county,,Lowndes County,Georgia,United States,30.827970230392502,-83.2520925,117406,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,59,59
"Bibb County, Georgia, United States",county,,Bibb County,Georgia,United States,32.8067175,-83.690676,153159,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,58,58
"Tift County, Georgia, United States",county,,Tift County,Georgia,United States,31.462092,-83.50269399999999,40644,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,56,56
"Troup County, Georgia, United States",county,,Troup County,Georgia,United States,33.045674500000004,-85.04904996090139,69922,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,56,56
"Coffee County, Georgia, United States",county,,Coffee County,Georgia,United States,31.590041999999997,-82.873685,43273,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,53,53
"Barrow County, Georgia, United States",county,,Barrow County,Georgia,United States,34.011314999999996,-83.70325,83240,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,51,51
"Upson County, Georgia, United States",county,,Upson County,Georgia,United States,32.8417525,-84.32746549999999,26320,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,50,50
"Ware County, Georgia, United States",county,,Ware County,Georgia,United States,31.018929999616148,-82.41637399999999,35734,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,50,50
"Pierce County, Georgia, United States",county,,Pierce County,Georgia,United States,31.366390499999998,-82.204763,19465,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,43,43
"Calhoun County, Georgia, United States",county,,Calhoun County,Georgia,United States,31.535776,-84.616164,6189,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,39,39
"Dooly County, Georgia, United States",county,,Dooly County,Georgia,United States,32.160056499999996,-83.81994549999999,13390,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,37,37
"Oconee County, Georgia, United States",county,,Oconee County,Georgia,United States,33.8321095,-83.46148199999999,40280,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,37,37
"Baldwin County, Georgia, United States",county,,Baldwin County,Georgia,United States,33.058259,-83.23696699999999,44890,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,35,35
"Glynn County, Georgia, United States",county,,Glynn County,Georgia,United States,31.2329865,-81.52543646276644,85292,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,34,34
"Walton County, Georgia, United States",county,,Walton County,Georgia,United States,33.763381499999994,-83.74398049999999,94593,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,34,34
"Bryan County, Georgia, United States",county,,Bryan County,Georgia,United States,31.98367950820945,-81.45959099999999,39627,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,29,29
"Gordon County, Georgia, United States",county,,Gordon County,Georgia,United States,34.509159,-84.8783795,57963,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,29,29
"Laurens County, Georgia, United States",county,,Laurens County,Georgia,United States,32.431517,-82.931041,47546,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,29,29
"Turner County, Georgia, United States",county,,Turner County,Georgia,United States,31.711033,-83.6278475,7985,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,28,28
"Butts County, Georgia, United States",county,,Butts County,Georgia,United States,33.31221599999999,-83.9655285,24936,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,27,27
"Decatur County, Georgia, United States",county,,Decatur County,Georgia,United States,30.88473027741225,-84.625743,26404,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,27,27
"Jackson County, Georgia, United States",county,,Jackson County,Georgia,United States,34.130594,-83.5873665,72977,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,26,26
"Dawson County, Georgia, United States",county,,Dawson County,Georgia,United States,34.475967499999996,-84.15136799999999,26108,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,25,25
"Greene County, Georgia, United States",county,,Greene County,Georgia,United States,33.558402,-83.178676,18324,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,25,25
"Burke County, Georgia, United States",county,,Burke County,Georgia,United States,33.050317,-81.92951088427401,22383,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,24,24
"Whitfield County, Georgia, United States",county,,Whitfield County,Georgia,United States,34.801993499999995,-84.9896639679067,104628,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,24,24
"Peach County, Georgia, United States",county,,Peach County,Georgia,United States,32.566249,-83.8596185,27546,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,21,21
"Polk County, Georgia, United States",county,,Polk County,Georgia,United States,33.999939999999995,-85.17231224465495,42613,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,21,21
"Washington County, Georgia, United States",county,,Washington County,Georgia,United States,32.9974445,-82.7922495,20374,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,21,21
"Effingham County, Georgia, United States",county,,Effingham County,Georgia,United States,32.3456343796521,-81.3338195,64296,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,20,20
"Camden County, Georgia, United States",county,,Camden County,Georgia,United States,30.939473999999997,-81.67007899999999,54666,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,19,19
"Harris County, Georgia, United States",county,,Harris County,Georgia,United States,32.7278875,-84.9343328814564,35236,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,19,19
"McDuffie County, Georgia, United States",county,,McDuffie County,Georgia,United States,33.4854365,-82.471942,21312,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,19,19
"Meriwether County, Georgia, United States",county,,Meriwether County,Georgia,United States,33.037060499999995,-84.677502,21167,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,19,19
"Macon County, Georgia, United States",county,,Macon County,Georgia,United States,32.3508835,-84.04629249999999,12947,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,18,18
"Brooks County, Georgia, United States",county,,Brooks County,Georgia,United States,30.8577410501899,-83.5452073372087,15457,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,17,17
"Liberty County, Georgia, United States",county,,Liberty County,Georgia,United States,31.8224405,-81.47777099999999,61435,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,16,16
"Stephens County, Georgia, United States",county,,Stephens County,Georgia,United States,34.573774550258996,-83.28166640547005,25925,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,16,16
"Bulloch County, Georgia, United States",county,,Bulloch County,Georgia,United States,32.4031375,-81.7330315,79608,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Clay County, Georgia, United States",county,,Clay County,Georgia,United States,31.63321073879125,-84.96648621492324,2834,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Grady County, Georgia, United States",county,,Grady County,Georgia,United States,30.87734281724675,-84.22680804901984,24633,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Haralson County, Georgia, United States",county,,Haralson County,Georgia,United States,33.7791945,-85.21159701248365,29792,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Johnson County, Georgia, United States",county,,Johnson County,Georgia,United States,32.6659145,-82.6956075,9643,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Lamar County, Georgia, United States",county,,Lamar County,Georgia,United States,33.0671605,-84.15574749999999,19077,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Pike County, Georgia, United States",county,,Pike County,Georgia,United States,33.089718500000004,-84.392562,18962,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,15,15
"Bacon County, Georgia, United States",county,,Bacon County,Georgia,United States,31.5639575,-82.42742899999999,11164,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,14,14
"Habersham County, Georgia, United States",county,,Habersham County,Georgia,United States,34.6291815,-83.510465407591,45328,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,14,14
"Morgan County, Georgia, United States",county,,Morgan County,Georgia,United States,33.626115999999996,-83.47829949999999,19276,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,14,14
"Seminole County, Georgia, United States",county,,Seminole County,Georgia,United States,30.901492159251198,-84.87721559053955,8090,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,14,14
"Catoosa County, Georgia, United States",county,,Catoosa County,Georgia,United States,34.87764299999999,-85.12235799999999,67580,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,12,12
"Monroe County, Georgia, United States",county,,Monroe County,Georgia,United States,33.025490000000005,-83.91615999999999,27578,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,12,12
"Murray County, Georgia, United States",county,,Murray County,Georgia,United States,34.785758,-84.763409,40096,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,12,12
"Oglethorpe County, Georgia, United States",county,,Oglethorpe County,Georgia,United States,33.869339,-83.04306249999999,15259,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,12,12
"Schley County, Georgia, United States",county,,Schley County,Georgia,United States,32.29327,-84.3059375,5257,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,12,12
"Baker County, Georgia, United States",county,,Baker County,Georgia,United States,31.266571499999998,-84.3913985,3038,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,11,11
"Irwin County, Georgia, United States",county,,Irwin County,Georgia,United States,31.6209635,-83.24965549999999,9416,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,11,11
"Toombs County, Georgia, United States",county,,Toombs County,Georgia,United States,32.133452,-82.3325285,26830,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,11,11
"White County, Georgia, United States",county,,White County,Georgia,United States,34.6525135,-83.746408,30798,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,11,11
"Jones County, Georgia, United States",county,,Jones County,Georgia,United States,33.013527499999995,-83.587265,28735,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,10,10
"Madison County, Georgia, United States",county,,Madison County,Georgia,United States,34.136314,-83.18936099999999,29880,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,10,10
"Marion County, Georgia, United States",county,,Marion County,Georgia,United States,32.3480705,-84.5244235,8359,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,10,10
"Miller County, Georgia, United States",county,,Miller County,Georgia,United States,31.1634885,-84.729762,5718,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,10,10
"Pickens County, Georgia, United States",county,,Pickens County,Georgia,United States,34.4684735,-84.455621,32591,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,10,10
"Appling County, Georgia, United States",county,,Appling County,Georgia,United States,31.718649,-82.29964799999999,18386,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Dodge County, Georgia, United States",county,,Dodge County,Georgia,United States,32.176429,-83.1228605,20605,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Fannin County, Georgia, United States",county,,Fannin County,Georgia,United States,34.79555,-84.35796099999999,26188,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Jenkins County, Georgia, United States",county,,Jenkins County,Georgia,United States,32.780297,-81.9577475,8676,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Lumpkin County, Georgia, United States",county,,Lumpkin County,Georgia,United States,34.5795895,-84.0118755,33610,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Pulaski County, Georgia, United States",county,,Pulaski County,Georgia,United States,32.2540865,-83.45334249999999,11137,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Talbot County, Georgia, United States",county,,Talbot County,Georgia,United States,32.70026,-84.494721,6195,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Telfair County, Georgia, United States",county,,Telfair County,Georgia,United States,31.963951499999997,-82.925699,15860,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Wilkinson County, Georgia, United States",county,,Wilkinson County,Georgia,United States,32.7964335,-83.17605499999999,8954,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,9,9
"Ben Hill County, Georgia, United States",county,,Ben Hill County,Georgia,United States,31.7518325,-83.24011349999999,16700,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,8,8
"Banks County, Georgia, United States",county,,Banks County,Georgia,United States,34.3446165,-83.50379,19234,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,7,7
"Brantley County, Georgia, United States",county,,Brantley County,Georgia,United States,31.192082,-82.0081275,19109,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,7,7
"Emanuel County, Georgia, United States",county,,Emanuel County,Georgia,United States,32.566254,-82.3244845,22646,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,7,7
"Lincoln County, Georgia, United States",county,,Lincoln County,Georgia,United States,33.810833,-82.43205,7921,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,7,7
"Taylor County, Georgia, United States",county,,Taylor County,Georgia,United States,32.559839499999995,-84.2282585,8020,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,7,7
"Berrien County, Georgia, United States",county,,Berrien County,Georgia,United States,31.250698,-83.23614549999999,19397,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Cook County, Georgia, United States",county,,Cook County,Georgia,United States,31.1888195,-83.427319,17270,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Gilmer County, Georgia, United States",county,,Gilmer County,Georgia,United States,34.702975499999994,-84.426926,31369,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Jasper County, Georgia, United States",county,,Jasper County,Georgia,United States,33.329018,-83.69854899999999,14219,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Jefferson County, Georgia, United States",county,,Jefferson County,Georgia,United States,33.037288,-82.4472355,15362,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Rabun County, Georgia, United States",county,,Rabun County,Georgia,United States,34.858390204115054,-83.383081,17137,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Stewart County, Georgia, United States",county,,Stewart County,Georgia,United States,32.0766305,-84.84715781680563,6621,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Union County, Georgia, United States",county,,Union County,Georgia,United States,34.81471890544695,-83.97959,24511,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Walker County, Georgia, United States",county,,Walker County,Georgia,United States,34.7836955,-85.29227348605134,69761,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Warren County, Georgia, United States",county,,Warren County,Georgia,United States,33.431104,-82.62521699999999,5254,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Wilkes County, Georgia, United States",county,,Wilkes County,Georgia,United States,33.7936845,-82.733402,9777,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,6,6
"Lanier County, Georgia, United States",county,,Lanier County,Georgia,United States,31.014348499999997,-83.084609,10423,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,5,5
"Putnam County, Georgia, United States",county,,Putnam County,Georgia,United States,33.3255,-83.3449985,22119,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,5,5
"Screven County, Georgia, United States",county,,Screven County,Georgia,United States,32.767269811738046,-81.6289621204908,13966,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,5,5
"Wilcox County, Georgia, United States",county,,Wilcox County,Georgia,United States,31.988860999999996,-83.3948625,8635,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,5,5
"Candler County, Georgia, United States",county,,Candler County,Georgia,United States,32.414423,-82.08659850000001,10803,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,4,4
"Chattooga County, Georgia, United States",county,,Chattooga County,Georgia,United States,34.43784049999999,-85.317511,24789,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,4,4
"Franklin County, Georgia, United States",county,,Franklin County,Georgia,United States,34.38021210971355,-83.22393160403229,23349,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,4,4
"Wayne County, Georgia, United States",county,,Wayne County,Georgia,United States,31.5781985,-81.880001,29927,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,4,4
"Chattahoochee County, Georgia, United States",county,,Chattahoochee County,Georgia,United States,32.377903,-84.8227095,10907,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Clinch County, Georgia, United States",county,,Clinch County,Georgia,United States,30.8828614596871,-82.6950645,6618,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Crawford County, Georgia, United States",county,,Crawford County,Georgia,United States,32.6935315,-83.95185899999998,12404,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Elbert County, Georgia, United States",county,,Elbert County,Georgia,United States,34.12224241792735,-82.83350886890629,19194,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Hart County, Georgia, United States",county,,Hart County,Georgia,United States,34.3525794373915,-82.94477471317805,26205,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Heard County, Georgia, United States",county,,Heard County,Georgia,United States,33.278809420705144,-85.11648379311325,11923,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"McIntosh County, Georgia, United States",county,,McIntosh County,Georgia,United States,31.4960155,-81.42023,14378,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Quitman County, Georgia, United States",county,,Quitman County,Georgia,United States,31.881649,-85.0244185,2299,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Tattnall County, Georgia, United States",county,,Tattnall County,Georgia,United States,32.0507725,-81.99726150000001,25286,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Towns County, Georgia, United States",county,,Towns County,Georgia,United States,34.891769999999994,-83.7465315,12037,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Webster County, Georgia, United States",county,,Webster County,Georgia,United States,32.0761395,-84.543517,2607,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,3,3
"Atkinson County, Georgia, United States",county,,Atkinson County,Georgia,United States,31.302037499999997,-82.8852465,8165,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Charlton County, Georgia, United States",county,,Charlton County,Georgia,United States,30.7168225,-82.156235,13392,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Dade County, Georgia, United States",county,,Dade County,Georgia,United States,34.804266838115,-85.484542,16116,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Echols County, Georgia, United States",county,,Echols County,Georgia,United States,30.73058873061575,-82.8589080223659,4006,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Twiggs County, Georgia, United States",county,,Twiggs County,Georgia,United States,32.675208999999995,-83.4187995,8120,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Wheeler County, Georgia, United States",county,,Wheeler County,Georgia,United States,32.114083,-82.739575,7855,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,2,2
"Bleckley County, Georgia, United States",county,,Bleckley County,Georgia,United States,32.428345,-83.31851499999999,12873,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1,1
"Hancock County, Georgia, United States",county,,Hancock County,Georgia,United States,33.259521,-83.0101495,8457,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1,1
"Jeff Davis County, Georgia, United States",county,,Jeff Davis County,Georgia,United States,31.8215255,-82.6340415,15115,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1,1
"Long County, Georgia, United States",county,,Long County,Georgia,United States,31.776774500000002,-81.73641549999999,19559,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1,1
"Treutlen County, Georgia, United States",county,,Treutlen County,Georgia,United States,32.403051,-82.565336,6901,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,1,1
"(unassigned), Georgia, United States",county,,(unassigned),Georgia,United States,,,,https://d20s4vd27d0hk0.cloudfront.net,county,,1226,1226
"Georgia, United States",state,,,Georgia,United States,32.68,-83.2225,10617423,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,11859,11859
"Evans County, Georgia, United States",county,,Evans County,Georgia,United States,32.1633915,-81.87199849999999,10654,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,0,0
"Glascock County, Georgia, United States",county,,Glascock County,Georgia,United States,33.223555,-82.59390149999999,2971,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,0,0
"Montgomery County, Georgia, United States",county,,Montgomery County,Georgia,United States,32.151208,-82.532308,9172,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,0,0
"Taliaferro County, Georgia, United States",county,,Taliaferro County,Georgia,United States,33.5860605,-82.84700649999999,1537,https://d20s4vd27d0hk0.cloudfront.net,county,America/New_York,0,0
"Hawaii County, Hawaii, United States",county,,Hawaii County,Hawaii,United States,19.594507,-155.4368715,201513,https://health.hawaii.gov/coronavirusdisease2019/,county,Pacific/Honolulu,31,31
"Honolulu County, Hawaii, United States",county,,Honolulu County,Hawaii,United States,21.485202,-157.96527099999997,974563,https://health.hawaii.gov/coronavirusdisease2019/,county,Pacific/Honolulu,343,343
"Kauai County, Hawaii, United States",county,,Kauai County,Hawaii,United States,22.006060499999997,-159.7713115,72293,https://health.hawaii.gov/coronavirusdisease2019/,county,Pacific/Honolulu,19,19
"Maui County, Hawaii, United States",county,,Maui County,Hawaii,United States,20.866003,-156.6476675,167417,https://health.hawaii.gov/coronavirusdisease2019/,county,Pacific/Honolulu,66,66
"Hawaii, United States",state,,,Hawaii,United States,23.6545,-166.5735,1415872,https://health.hawaii.gov/coronavirusdisease2019/,county,Etc/GMT+11,459,459
