city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId,hospitalized
,,,KOR,9786,162,,,,51181299,35.91235993050006,127.85698489700007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Seoul,118,
,,,KWT,289,0,,,,2875422,29.315860290500055,47.48260848850009,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Kuwait,119,
,,,KGZ,107,0,,,,5789122,41.250428976000094,74.71831221500008,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Bishkek,120,
,,,LVA,398,0,,,,1944643,56.862861023500045,24.59194014100008,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Riga,121,
,,,LBN,470,12,,,,6229794,33.86861807120964,35.85466820900007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Beirut,122,
,,,LBR,3,0,,,,4689021,6.419949359948774,-9.434906172499936,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Monrovia,123,
,,,LIE,68,0,,,,38244,47.15983571400008,9.533092081500058,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Vaduz,124,
,,,LTU,537,8,,,,2823859,55.16278391600002,23.911012610500066,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Vilnius,125,
,,,LUX,2178,23,,,,594130,49.80347279900003,6.1075130615000575,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Luxembourg,126,
,,,MDG,57,0,,,,25054161,-18.792128187999936,46.863413933500084,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Indian/Antananarivo,127,
,,,MYS,2766,43,,,,31381992,3.9309068840000734,109.69719485800007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Etc/GMT-7,128,
,,,MDV,18,0,,,,392709,4.213175576792927,73.52910604309824,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Indian/Maldives,129,
,,,MLT,169,0,,,,416338,35.88346995650005,14.445323113000057,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Malta,130,
,,,MRT,6,1,,,,19245344,17.606562093000058,8.053466634000088,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Niamey,131,
,,,MUS,143,5,,,,1356388,-20.255710544999943,57.57675214950007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Indian/Mauritius,132,
,,,MEX,1094,28,,,,124574795,23.629557940500092,-101.93334401247205,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/Mexico_City,133,
,,,MDA,353,4,,,,3474121,46.967069702500055,28.28525496400006,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Chisinau,134,
,,,MCO,52,1,,,,30645,43.743117918500026,7.401602119563048,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Paris,135,
,,,MNG,12,0,,,,3068243,46.85141784700008,103.85503503500007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Ulaanbaatar,136,
,,,MNE,109,2,,,,642550,42.69257924700006,19.39135339350007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Podgorica,137,
,,,MAR,617,36,,,,33986655,28.67223747529175,-9.030622863196513,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Casablanca,138,
,,,NAM,11,0,,,,2484780,-22.95521270749991,18.48870100550009,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Windhoek,139,
,,,NPL,5,0,,,,29384297,28.38379831950006,84.1027264815001,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Kathmandu,140,
,,Aruba,NLD,55,0,,,,,12.5186,-70.0358,https://github.com/CSSEGISandData/COVID-19,state,0.5098039215686274,,,
,,Curacao,NLD,11,1,,,,,12.19135163000007,-68.97252356699991,https://github.com/CSSEGISandData/COVID-19,state,0.5098039215686274,America/Curacao,141,
,,Sint Maarten,NLD,6,0,,,,,18.047755665675673,-63.06228647314417,https://github.com/CSSEGISandData/COVID-19,state,0.5098039215686274,America/Lower_Princes,142,
,,,NLD,12595,1039,,,,17084719,52.105282697500066,5.272002682500101,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Amsterdam,143,
,,,NZL,647,1,,,,4510327,-40.878065687999936,172.51685631600003,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Pacific/Auckland,144,
,,,NIC,5,1,,,,6025951,12.874512430500076,-85.38847946222393,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/Managua,145,
,,,NER,27,3,,,,19245344,17.606562093000058,8.053466634000088,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Niamey,131,
,,,NGA,135,2,,,,190632261,9.07578074450008,8.671077514500098,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Lagos,146,
,,,MKD,329,9,,,,2103721,41.591247966000054,21.726869751000095,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Skopje,147,
,,,NOR,4641,39,,,,5320045,69.25525543850006,18.013723178000077,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Oslo,148,
,,,OMN,192,1,,,,3424386,21.444199937000064,55.911594682500095,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Muscat,149,
,,,PAK,1938,26,,,,204924861,30.377750552000087,68.94667484550007,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Karachi,150,
,,,PAN,1181,30,,,,3753142,8.420921827000058,-80.07274338849989,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/Panama,151,
,,,PNG,1,0,,,,6909701,-6.775160414499936,148.39132633100002,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Etc/GMT-10,152,
,,,PRY,65,3,,,,6943739,-23.43368479399996,-58.44782303899994,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/Asuncion,153,
,,,PER,1065,30,,,,31036656,-9.190602483184005,-75.01090500599992,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/Lima,154,
,,,PHL,2084,88,,,,104256076,12.108262437000064,121.93718509200005,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Manila,155,
,,,POL,2311,33,,,,38476269,51.93482900350006,19.125478149000088,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Warsaw,156,
,,,PRT,7443,160,,,,10839514,37.400416263500055,-15.94334102749994,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Etc/GMT+1,157,
,,,QAT,781,2,,,,2314307,25.363913984500023,51.18376712300005,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Asia/Qatar,158,
,,,ROU,2245,82,,,,21529967,45.95662750300005,24.950926754500074,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Europe/Bucharest,159,
,,,RUS,2337,17,,,,142257519,61.240742495500065,4.263256414560601e-14,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Etc/GMT,160,
,,,RWA,75,0,,,,11901484,-1.943601175999916,29.873323404500084,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,Africa/Kigali,161,
,,,LCA,13,0,,,,164994,13.86609528200006,-60.981353318999936,https://github.com/CSSEGISandData/COVID-19,country,0.47058823529411764,America/St_Lucia,162,
